,Distributor Name,Sale Flag,Invoice No,Client Code,Client Name,Client Type,Brick Name,Team,Pack Code,Product,Description,Batch,Invoice Date,Units,Bonus,Discount,Price,Value Np
,ATIF DISTRIBUTOR - MIRPUR AJK,R,0004566,986,AL SAYYED M/S MANGLA/BUS STOP MANGLA/-,RETAIL,MANGLA,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141b,16/10/2025,-1,0,0,3000,-3000
,ATIF DISTRIBUTOR - MIRPUR AJK,R,0004566,986,AL SAYYED M/S MANGLA/BUS STOP MANGLA/-,RETAIL,MANGLA,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141B,16/10/2025,-1,0,0,3000,-3000
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0020530,986,AL SAYYED M/S MANGLA/BUS STOP MANGLA/-,RETAIL,MANGLA,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141B,16/10/2025,1,0,0,3000,3000
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0020530,986,AL SAYYED M/S MANGLA/BUS STOP MANGLA/-,RETAIL,MANGLA,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141b,16/10/2025,1,0,0,3000,3000
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0018010,114,UNITED MEDICAL HALL MIRPUR/CHOWK SHAHEEDAN/-,RETAIL,CHOWK SHAHEDAAN NEW,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,01/10/2025,1,0,0,1450.85,1450.85
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0018019,116,"REHMAN MEDICAL STORE-MPAJK-76/CHOWK SHAHEEDAN, MIRPUR/-",RETAIL,CHOWK SHAHEDAAN NEW,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,01/10/2025,1,0,0,1450.85,1450.85
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0018019,116,"REHMAN MEDICAL STORE-MPAJK-76/CHOWK SHAHEEDAN, MIRPUR/-",RETAIL,CHOWK SHAHEDAAN NEW,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,01/10/2025,1,0,0,1450.85,1450.85
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0021484,198,COUNTER SALE/-/-,RETAIL,OPP DHQ HOSPITAL,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,BO31575,21/10/2025,1,0,0,1450.85,1450.85
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0020436,250,ATIF M/S CHACHIAN C/O DR KHURSHEED/CHECHIAN/-,DOCTOR PHARMACY,CHECHIAN,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141B,15/10/2025,0,1,0,3000,0
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0020436,250,ATIF M/S CHACHIAN C/O DR KHURSHEED/CHECHIAN/-,DOCTOR PHARMACY,CHECHIAN,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141B,15/10/2025,4,0,0,3000,12000
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0020436,250,ATIF M/S CHACHIAN C/O DR KHURSHEED/CHECHIAN/-,DOCTOR PHARMACY,CHECHIAN,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,15/10/2025,4,0,0,1450.85,5803.4
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0019020,284,GILANI M/S JATLAN/JATLAN/-,RETAIL,JATLAN BAZAR,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141B,08/10/2025,2,0,0,3000,6000
,ATIF DISTRIBUTOR - MIRPUR AJK,R,0004251,284,GILANI M/S JATLAN/JATLAN/-,RETAIL,JATLAN BAZAR,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141B,09/10/2025,-2,0,0,3000,-6000
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0019141,284,GILANI M/S JATLAN/JATLAN/-,RETAIL,JATLAN BAZAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC169-HC,09/10/2025,50,50,0,343.03,17151.5
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0018252,576,"DR MUSHTAQ CHACKSWARI/CHAKSWARI, DISTT. MIRPUR/-",DOCTOR PHARMACY,RAJA BAZAR,Falcons,PV07201,Supercran,Sac. 10's,N5F039,03/10/2025,3,0,0,360.17,1080.51
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0021362,70,PUBLIC DRUG HOUSE CHAKSWARI/MAIN BAZZAR CHAKSWARI/-,DOCTOR PHARMACY,RAJA BAZAR,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401,20/10/2025,1,0,0,2241.36,2241.36
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0018648,70,PUBLIC DRUG HOUSE CHAKSWARI/MAIN BAZZAR CHAKSWARI/-,DOCTOR PHARMACY,RAJA BAZAR,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,06/10/2025,2,0,0,2241.36,4482.72
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0019057,814,SAMAHNI M/S DADYAL/-/-,RETAIL,MIAN ROAD DADYAL,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC169-HC,08/10/2025,5,0,118.317,343.03,1596.833
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0021402,814,SAMAHNI M/S DADYAL/-/-,RETAIL,MIAN ROAD DADYAL,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC170-HC,20/10/2025,25,19,0,343.03,8575.75
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0021402,814,SAMAHNI M/S DADYAL/-/-,RETAIL,MIAN ROAD DADYAL,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC170-HC,20/10/2025,0,6,0,343.03,0
,ATIF DISTRIBUTOR - MIRPUR AJK,S,0019665,944,MURAD M/S BARNALA/MAIN ROAD BARNALA/-,RETAIL,MAIN RD BURNALLA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,11/10/2025,1,0,0,1450.85,1450.85
,BIOMAX PHARMA - LAHORE,S,0006238,57,"Rashid Medical Store/Lohari, Lahore/-",WHOLESALER,Lohari,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,15/10/2025,60,0,13448.2,2241.36,121033.4
,BIOMAX PHARMA - LAHORE,S,0006215,65,Servaid Pharmacy/Behria Town/-,PHARMACY,Bahria Town,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031576,11/10/2025,15,0,1088.14,1450.85,20674.61
,BIOMAX PHARMA - LAHORE,S,0006216,26,"Franchise of Servaid Pharmacy/GETWELL PHARMA PHARMACY D.H.A, Phase 6, Lahore/-",PHARMACY,"D. H. A, Lahore",Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031576,11/10/2025,15,0,1088.14,1450.85,20674.61
,EMAAN TRADERS PHARMACEUTICAL - LORALAI,S,0079095,55,AL REHMAN MEDICAL STORE/SYED ABDUL QADIR ROAD LORALAI/-,WHOLESALER,LORALAI,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC146KB,21/10/2025,2,0,0,343.03,686.06
,EMAAN TRADERS PHARMACEUTICAL - LORALAI,S,0079375,24,BILAL MEDICAL STORE/MAIN BAZAR SANJAVI DIST ZIART?/-,WHOLESALER,SANJAVI,Falcons,PV13201,Evo Joshanda,Sac. 30's,220420,24/10/2025,3,0,0,510,1530
,EMAAN TRADERS PHARMACEUTICAL - LORALAI,S,0079384,353,HANIF MS SANJAVI/MAN BAZAR SANJAVI/-,REATILER,SANJAVI,Falcons,PV13201,Evo Joshanda,Sac. 30's,220420,24/10/2025,2,0,0,510,1020
,EMAAN TRADERS PHARMACEUTICAL - LORALAI,S,0078745,353,HANIF MS SANJAVI/MAN BAZAR SANJAVI/-,REATILER,SANJAVI,Falcons,PV13201,Evo Joshanda,Sac. 30's,220420,17/10/2025,3,0,0,510,1530
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0176524,2857,Al Faisal Pharmacy/Shop No.02 Khewat No.573 Khatooni No.874 Maraba No.95 Killa No.25 Near Police Station Khurrianwala Road Chak No.266 RB Faisalabad/-,Retailer,Khurrianwala,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,02/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0177559,2857,Al Faisal Pharmacy/Shop No.02 Khewat No.573 Khatooni No.874 Maraba No.95 Killa No.25 Near Police Station Khurrianwala Road Chak No.266 RB Faisalabad/-,Retailer,Khurrianwala,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,05/10/2025,1,0,0,2241.36,2241.36
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0183805,2857,Al Faisal Pharmacy/Shop No.02 Khewat No.573 Khatooni No.874 Maraba No.95 Killa No.25 Near Police Station Khurrianwala Road Chak No.266 RB Faisalabad/-,Retailer,Khurrianwala,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,19/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0185931,2857,Al Faisal Pharmacy/Shop No.02 Khewat No.573 Khatooni No.874 Maraba No.95 Killa No.25 Near Police Station Khurrianwala Road Chak No.266 RB Faisalabad/-,Retailer,Khurrianwala,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,23/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,R,0051645,2299,Mumtaz Pharmacy/Shop No.01 P-438/427 Adjacent Kalosoom Trust Hospital Opp T.H.Q Hospital Gojra Tehsil Samundri District Faisalabad/-,Retailer,Summundri,Falcons,PV13269,EvoCheck,Weighing Scale (Black),*,21/10/2025,-10,1,0,2644.07,-26440.7
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0179479,1168,Cvs Pharmacy/Near Al Barkat Plaza Nankana Road Shahkot/-,Retailer,Shahkot,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,09/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0185599,4068,AA Traders/-/-,Whole Saler,Chen One Road,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,22/10/2025,152,8,0,1450.85,220529.2
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0177044,1242,New Mujahid Pharmacy/Shop No.554-P Khewat No.22 Khatooni No.25 Near HBL Bank Chak No.297 Tehsil Chak Jhumra District Faisalabad/-,Retailer,Chak Jhumra,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,04/10/2025,3,0,0,1450.85,4352.55
,FAMOUS DISTRIBUTORS - FAISALABAD,R,0049880,755,Care Pharmacy(Pvt)LTD./C-2-Z/101 Ground Floor Main Susan Road Madina Town/-,Retailer,Care Pharmacy,Falcons,PV10001,EvoCheck,GM700S BGM Meter Kit,212510812,06/10/2025,-4,0,-8000.64,4800,-11199.36
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0183215,1250,Manzoor Pharmacy/Shop Khewat No.27 Khatooni No.27 Muraba No.540 Killa No.1/1/298/RB Near Telephone Exchange Sanghla HillTehsil Sanghla Hill District Nankana Sahib/-,Retailer,Sanghla Hill,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,18/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0183785,1183,Al Shifa Pharmacy/Near Dr.Farooq Clinic Main Bazar Khurrianwala Tehsil Jarranwala District Faisalabad/-,Retailer,Khurrianwala,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,19/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0177801,2941,Irshad Pharmacy/Shop Located Bank Bazar Moraba No.50 Qita No.5/33 Adjacent Noor Medical Store Mamukanjhan Tehsil Tandlianwala District Faisalabad/-,Retailer,Mamu Kanjhan,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,06/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0178927,1711,Sadar Pharmacy/Khasra No.177Khewat No.23 Khatooni No.25 Adjacent Abdullah Kariyana Store Store Next Side Chabaywal Clinic Galla Mondi Chak Jhumra District Faisalabad/-,Retailer,Chak Jhumra,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,08/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0179405,2839,M H Enterprises Pharmacy/(A Frenchise Of Fazal Din Pharma Plus) 98/A Main Road Batala Colony Near Babar Chowk Faisalabad/-,Retailer,Batala Colony,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,09/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0181444,1666,Khawaja Pharmacy/Ground Floor P-147 Mohallah Punj Peer Bar Lab Nehar Near Sultani Health Clinic Bakamondi Road Faisalabad/-,Retailer,AfghanAbad,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,14/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,R,0051644,2496,Faizan Pharmacy/Shop Opp General Bus Stop Khewat No.305/304 Khatooni No.557 Chak No.567/GB Faisalabad/-,Retailer,Summundri,Falcons,PV13269,EvoCheck,Weighing Scale (Black),*,21/10/2025,-10,1,0,2644.07,-26440.7
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0176507,1188,Pak Medical Store/Main Bazar Khurrianwala Tehsil Jarranwala Faisalabad/-,Retailer,Khurrianwala,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,02/10/2025,1,0,0,2241.36,2241.36
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0177248,3197,Jhumra Pharmacy/(Franchaise Of Care Pharmacy)Grand Market Opp Bank Of Punjab Chak Jhumra District Faisalabad/-,Retailer,Chak Jhumra,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,04/10/2025,4,0,0,1450.85,5803.4
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0182167,1259,Sadique Pharmacy/Committee Bazar Near Al Maryam Jewellers Sanghla Hill District Nankana Sahib/-,Retailer,Sanghla Hill,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,15/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0185418,1259,Sadique Pharmacy/Committee Bazar Near Al Maryam Jewellers Sanghla Hill District Nankana Sahib/-,Retailer,Sanghla Hill,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,22/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0177342,1370,Office Sales/P-342-D Peoples Colony No.01 Main Satyana Road Faisalabad/-,Office Sales,Office Sales,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,05/10/2025,1,0,0,1450.85,1450.85
,FAMOUS DISTRIBUTORS - FAISALABAD,S,0182161,1237,Lawa Pharmacy/Left Side Electric Store Right Side Javeed Medical Store Lawa Chowk Commite Bazar Sanghla/-,Retailer,Sanghla Hill,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,15/10/2025,4,0,0,1450.85,5803.4
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249152,10224,NEW CHAUDHARY MEDICAL STORE.(M/A) M BAZAR/-,Retail,BHALWAL,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,08/10/2025,2,0,0,1450.85,2901.7
,HAFIZ MEDICINE COMPANY - SARGODHA,S,250601,10224,NEW CHAUDHARY MEDICAL STORE.(M/A) M BAZAR/-,Retail,BHALWAL,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,15/10/2025,1,0,0,1450.85,1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249818,10809,BISMILLAH MEDICAL STORE./A) RAILWAY RAOD/-,Retail,PHULARWAN,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,12/10/2025,1,0,0,2241.36,2241.36
,HAFIZ MEDICINE COMPANY - SARGODHA,S,251924,10938,KHALID MEDICINE COMPANY/C) SERVICES PLAZA/-,Wholesale,WHOLE SALE,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,21/10/2025,2,0,0,1450.85,2901.7
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249020,N12672,NEW SHAHID SURGICAL PHARMACY/SHOP NO P-136 GROUND FLOOR SERVICES MARKET NEAR MCB BANK BLOCK 4/-,Wholesale,WHOLE SALE,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,07/10/2025,1,0,0,2241.36,2241.36
,HAFIZ MEDICINE COMPANY - SARGODHA,S,250457,N12672,NEW SHAHID SURGICAL PHARMACY/SHOP NO P-136 GROUND FLOOR SERVICES MARKET NEAR MCB BANK BLOCK 4/-,Wholesale,WHOLE SALE,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,14/10/2025,2,0,0,2241.36,4482.72
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249020,N12672,NEW SHAHID SURGICAL PHARMACY/SHOP NO P-136 GROUND FLOOR SERVICES MARKET NEAR MCB BANK BLOCK 4/-,Wholesale,WHOLE SALE,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,07/10/2025,5,0,0,1450.85,7254.25
,HAFIZ MEDICINE COMPANY - SARGODHA,S,251588,N12672,NEW SHAHID SURGICAL PHARMACY/SHOP NO P-136 GROUND FLOOR SERVICES MARKET NEAR MCB BANK BLOCK 4/-,Wholesale,WHOLE SALE,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,20/10/2025,2,0,0,1450.85,2901.7
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249032,1181984,MEDICINE + MART./A) OPP SHER ZAMAN TOWN/-,Retail,SARGODHA-4,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,08/10/2025,1,0,0,1450.85,1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,S,250712,1180109,SALEEM PHARMACY/A) SHOP 1 LALAZAR TOWN LAHORE ROA/-,Retail,SARGODHA-4,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141BP,15/10/2025,2,1,0,3000,6000
,HAFIZ MEDICINE COMPANY - SARGODHA,S,251495,1183056,HEALTH PLUS PHARMACY/A) SHOP NO 2 HUSSAIN AGAHI BAZAR/-,Retail,PHULARWAN,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,19/10/2025,1,0,0,2241.36,2241.36
,HAFIZ MEDICINE COMPANY - SARGODHA,R,32588,1183056,HEALTH PLUS PHARMACY/A) SHOP NO 2 HUSSAIN AGAHI BAZAR/-,Retail,PHULARWAN,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,20/10/2025,-1,0,0,2241.36,-2241.36
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249817,1183056,HEALTH PLUS PHARMACY/A) SHOP NO 2 HUSSAIN AGAHI BAZAR/-,Retail,PHULARWAN,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,12/10/2025,1,0,0,1450.85,1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249031,10131,MAKKAH MEDICAL COMPANY/A) CITY ROAD/-,Retail,SARGODHA-1,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141BP,08/10/2025,2,1,0,3000,6000
,HAFIZ MEDICINE COMPANY - SARGODHA,S,251527,N12718,"GOOD HEALTH PHARMA/Khewat/khatooni No.135,20-Footstreet Beroon Abadi FactoryArea/-",Wholesale,WHOLE SALE,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,20/10/2025,3,0,0,2241.36,6724.08
,HAFIZ MEDICINE COMPANY - SARGODHA,S,248268,N12475,"SEVENS HEALTHCARE PHARMACY/A)  Propriety No. 167 Muradabad Colony, Main University Road/-",Retail,SARGODHA-4,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,04/10/2025,1,0,0,1450.85,1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,S,251188,1183021,ADVIYAAT PHARMACY/A) 47-A Satlitetown. opp Sarwar Hospital sargodha/-,Retail,SARGODHA-2,Falcons,PV13269,EvoCheck,Weighing Scale (Black),202IT,18/10/2025,2,0,0,2644.07,5288.14
,HAFIZ MEDICINE COMPANY - SARGODHA,S,252444,1180832,PUNJAB PHARMA./A) NEAR HILAL-E-AHMER/-,Retail,SARGODHA-5,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,23/10/2025,1,0,0,2241.36,2241.36
,HAFIZ MEDICINE COMPANY - SARGODHA,S,250642,N12927,SHAHID MEDICAL STORE/A) SHOP NO 01 MAIN CANAL ROAD ASHRAF COLONY/-,Retail,BHALWAL,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,15/10/2025,1,0,0,1450.85,1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,R,32429,N12927,SHAHID MEDICAL STORE/A) SHOP NO 01 MAIN CANAL ROAD ASHRAF COLONY/-,Retail,BHALWAL,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,16/10/2025,-1,0,0,1450.85,-1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249421,11936,"DOCTOR PHARMACY/A) SHOP 137/A NEAR JOHAR MEDICAL HALL,MAIN BAZAR/-",Retail,JAUHARABAD,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,09/10/2025,1,0,0,2241.36,2241.36
,HAFIZ MEDICINE COMPANY - SARGODHA,R,32179,11936,"DOCTOR PHARMACY/A) SHOP 137/A NEAR JOHAR MEDICAL HALL,MAIN BAZAR/-",Retail,JAUHARABAD,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,11/10/2025,-1,0,0,2241.36,-2241.36
,HAFIZ MEDICINE COMPANY - SARGODHA,S,248630,1180121,CHANAB PHARMACY./A) NEAR MEZAN BANK CHANAB  BAZAR/-,Retail,KOT MOMIN,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,06/10/2025,1,0,0,1450.85,1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,S,250072,1180121,CHANAB PHARMACY./A) NEAR MEZAN BANK CHANAB  BAZAR/-,Retail,KOT MOMIN,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,13/10/2025,1,0,0,1450.85,1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,S,251564,1180121,CHANAB PHARMACY./A) NEAR MEZAN BANK CHANAB  BAZAR/-,Retail,KOT MOMIN,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,20/10/2025,1,0,0,1450.85,1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249542,10497,MIAN RAHEEL PHARMACY/A) SHOP 29 GOLE CHOWCK/-,Retail,SARGODHA-1,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,09/10/2025,1,0,0,2241.36,2241.36
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249946,10497,MIAN RAHEEL PHARMACY/A) SHOP 29 GOLE CHOWCK/-,Retail,SARGODHA-1,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,12/10/2025,1,0,0,1450.85,1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,S,248985,10925,NEW ASLAM PHARMACY./A) SILLANWALI ROAD/-,Retail,SARGODHA-1,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,07/10/2025,2,0,0,1450.85,2901.7
,HAFIZ MEDICINE COMPANY - SARGODHA,S,251164,10875,ABU JUNAID PHARMACY./A) 19-A  SETTLITE TOWN/-,Retail,SARGODHA-2,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,18/10/2025,1,0,0,2241.36,2241.36
,HAFIZ MEDICINE COMPANY - SARGODHA,S,251189,10875,ABU JUNAID PHARMACY./A) 19-A  SETTLITE TOWN/-,Retail,SARGODHA-2,Falcons,PV13269,EvoCheck,Weighing Scale (Black),202IT,18/10/2025,2,0,0,2644.07,5288.14
,HAFIZ MEDICINE COMPANY - SARGODHA,S,251189,10875,ABU JUNAID PHARMACY./A) 19-A  SETTLITE TOWN/-,Retail,SARGODHA-2,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141BP,18/10/2025,2,1,0,3000,6000
,HAFIZ MEDICINE COMPANY - SARGODHA,S,252014,11005,USMAN PHARMACY/A) SHOP NO 169 OPPO KAMIL HOSPITAL Zia Shaheed road sillanwali/-,Retail,SILLANWALI,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,22/10/2025,1,0,0,2241.36,2241.36
,HAFIZ MEDICINE COMPANY - SARGODHA,S,250526,11005,USMAN PHARMACY/A) SHOP NO 169 OPPO KAMIL HOSPITAL Zia Shaheed road sillanwali/-,Retail,SILLANWALI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575,15/10/2025,1,0,0,1450.85,1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249018,N12442,NEW BISMILLAH MEDICINE MART/A) AZEEM MARKET SHOP NO 01 BLOCK 4/-,Retail,WHOLE SALE,Falcons,PV13269,EvoCheck,Weighing Scale (Black),202IT,07/10/2025,10,1,0,2644.07,26440.7
,HAFIZ MEDICINE COMPANY - SARGODHA,S,247771,1181993,CANTT PHARMACY/A) SHOP NO 8 AND  9 KHAYAM CENIMA MARKET/-,Retail,SARGODHA-4,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,01/10/2025,1,0,0,2241.36,2241.36
,HAFIZ MEDICINE COMPANY - SARGODHA,S,249242,1181993,CANTT PHARMACY/A) SHOP NO 8 AND  9 KHAYAM CENIMA MARKET/-,Retail,SARGODHA-4,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,08/10/2025,2,0,0,2241.36,4482.72
,HAFIZ MEDICINE COMPANY - SARGODHA,R,32105,1181993,CANTT PHARMACY/A) SHOP NO 8 AND  9 KHAYAM CENIMA MARKET/-,Retail,SARGODHA-4,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,09/10/2025,-2,0,0,2241.36,-4482.72
,HAFIZ MEDICINE COMPANY - SARGODHA,S,250695,1181993,CANTT PHARMACY/A) SHOP NO 8 AND  9 KHAYAM CENIMA MARKET/-,Retail,SARGODHA-4,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,15/10/2025,2,0,0,2241.36,4482.72
,HAFIZ MEDICINE COMPANY - SARGODHA,S,251689,1181993,CANTT PHARMACY/A) SHOP NO 8 AND  9 KHAYAM CENIMA MARKET/-,Retail,SARGODHA-4,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101,20/10/2025,2,0,0,2241.36,4482.72
,HAFIZ MEDICINE COMPANY - SARGODHA,S,247771,1181993,CANTT PHARMACY/A) SHOP NO 8 AND  9 KHAYAM CENIMA MARKET/-,Retail,SARGODHA-4,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,01/10/2025,1,0,0,1450.85,1450.85
,HAFIZ MEDICINE COMPANY - SARGODHA,S,248812,1181993,CANTT PHARMACY/A) SHOP NO 8 AND  9 KHAYAM CENIMA MARKET/-,Retail,SARGODHA-4,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515,07/10/2025,3,0,0,1450.85,4352.55
